folio,fecha,producto_id,cantidad,precio_unitario,canal
DP-260722-5499,2026-07-22,13,2,76.20,WhatsApp
DP-260722-5499,2026-07-22,4,1,80.80,WhatsApp
DP-260722-1783,2026-07-22,11,1,76.20,Tienda
DP-260722-6668,2026-07-22,2,2,86.00,WhatsApp
DP-260722-6668,2026-07-22,1,3,86.00,WhatsApp
DP-260722-9954,2026-07-22,3,3,80.80,WhatsApp
DP-260722-9954,2026-07-22,6,3,86.00,WhatsApp
DP-260722-9954,2026-07-22,11,3,76.20,WhatsApp
DP-260722-9954,2026-07-22,5,3,72.30,WhatsApp
DP-260722-3834,2026-07-22,4,3,80.80,WhatsApp
DP-260722-3834,2026-07-22,1,3,86.00,WhatsApp
DP-260722-4635,2026-07-22,5,2,72.30,WhatsApp
DP-260722-4635,2026-07-22,8,2,70.70,WhatsApp
DP-260722-4635,2026-07-22,7,2,70.70,WhatsApp
DP-260723-5414,2026-07-23,3,1,80.80,WhatsApp
DP-260723-8056,2026-07-23,8,2,70.70,WhatsApp
DP-260723-8056,2026-07-23,11,1,76.20,WhatsApp
DP-260723-2833,2026-07-23,5,1,72.30,Tienda
DP-260723-2733,2026-07-23,5,2,72.30,WhatsApp
DP-260723-5875,2026-07-23,12,3,76.20,WhatsApp
DP-260723-5875,2026-07-23,4,3,80.80,WhatsApp
DP-260723-5875,2026-07-23,8,1,70.70,WhatsApp
DP-260723-5875,2026-07-23,6,3,86.00,WhatsApp
DP-260724-1495,2026-07-24,6,2,86.00,WhatsApp
DP-260724-5853,2026-07-24,11,3,76.20,TIENDA
DP-260724-7847,2026-07-24,7,3,70.70,WhatsApp
DP-260724-7847,2026-07-24,1,2,86.00,WhatsApp
DP-260724-7847,2026-07-24,2,1,86.00,WhatsApp
DP-260724-7847,2026-07-24,6,3,86.00,WhatsApp
DP-260725-9315,2026-07-25,3,3,80.80,WhatsApp
DP-260725-9315,2026-07-25,11,1,76.20,WhatsApp
DP-260725-2651,2026-07-25,10,1,76.20,Tienda
DP-260725-3258,2026-07-25,8,2,70.70,WhatsApp
DP-260725-5260,2026-07-25,6,1,86.00,WhatsApp
DP-260725-5260,2026-07-25,1,3,86.00,WhatsApp
DP-260725-4276,2026-07-25,11,1,76.20,WhatsApp
DP-260725-9867,2026-07-25,13,3,76.20,WhatsApp
DP-260725-7922,2026-07-25,10,3,76.20,WhatsApp
DP-260725-7922,2026-07-25,9,3,80.80,WhatsApp
DP-260725-6147,2026-07-25,2,3,86.00,Tienda
DP-260725-6147,2026-07-25,9,3,80.80,Tienda
DP-260725-6147,2026-07-25,6,1,86.00,Tienda
DP-260725-6147,2026-07-25,5,2,72.30,Tienda
DP-260726-1559,2026-07-26,11,1,76.20,WhatsApp
DP-260726-1559,2026-07-26,10,3,76.20,WhatsApp
DP-260726-7184,2026-07-26,6,1,86.00,WhatsApp
DP-260726-7184,2026-07-26,11,1,76.20,WhatsApp
DP-260726-9220,2026-07-26,10,3,76.20,WhatsApp
DP-260726-9220,2026-07-26,6,1,86.00,WhatsApp
DP-260726-9220,2026-07-26,5,1,72.30,WhatsApp
DP-260726-9220,2026-07-26,2,1,86.00,WhatsApp
DP-260726-6075,2026-07-26,1,3,86.00,WhatsApp
DP-260726-8878,2026-07-26,3,3,80.80,WhatsApp
DP-260726-8878,2026-07-26,6,1,86.00,WhatsApp
DP-260726-9254,2026-07-26,8,1,70.70,Tienda
DP-260726-9254,2026-07-26,10,3,76.20,Tienda
DP-260726-7849,2026-07-26,1,3,86.00,Tienda
DP-260726-7849,2026-07-26,5,3,72.30,Tienda
DP-260726-7849,2026-07-26,8,2,70.70,Tienda
DP-260726-7088,2026-07-26,13,2,76.20,WhatsApp
DP-260726-7088,2026-07-26,2,1,86.00,WhatsApp
DP-260726-7088,2026-07-26,12,3,76.20,WhatsApp
DP-260726-2515,2026-07-26,10,1,76.20,WhatsApp
DP-260726-2515,2026-07-26,8,3,70.70,WhatsApp
DP-260726-5997,2026-07-26,13,2,76.20,WhatsApp
DP-260726-5997,2026-07-26,7,1,70.70,WhatsApp
DP-260726-6950,2026-07-26,1,1,86.00,Tienda
DP-260726-6950,2026-07-26,5,2,72.30,Tienda
DP-260726-6950,2026-07-26,12,3,76.20,Tienda
DP-260726-3212,2026-07-26,5,2,72.30,WhatsApp
DP-260727-5505,2026-07-27,3,1,80.80,Tienda
DP-260727-5505,2026-07-27,7,2,70.70,Tienda
DP-260727-3172,2026-07-27,4,1,80.80,WhatsApp
DP-260727-4680,2026-07-27,6,2,86.00,WhatsApp
DP-260727-6880,2026-07-27,7,3,70.70,WhatsApp
DP-260727-6880,2026-07-27,10,1,76.20,WhatsApp
DP-260727-6880,2026-07-27,4,1,80.80,WhatsApp
DP-260727-6880,2026-07-27,8,3,70.70,WhatsApp
DP-260727-9909,2026-07-27,13,3,76.20,Tienda
DP-260727-9909,2026-07-27,3,2,80.80,Tienda
DP-260727-9909,2026-07-27,5,3,72.30,Tienda
DP-260727-6828,2026-07-27,11,3,76.20,WhatsApp
DP-260727-6828,2026-07-27,6,1,86.00,WhatsApp
DP-260728-9779,2026-07-28,8,1,70.70,WhatsApp
DP-260728-9779,2026-07-28,5,3,72.30,WhatsApp
DP-260728-9779,2026-07-28,13,2,76.20,WhatsApp
DP-260728-5183,2026-07-28,9,2,80.80,WhatsApp
DP-260728-5183,2026-07-28,11,2,76.20,WhatsApp
DP-260728-5183,2026-07-28,3,3,80.80,WhatsApp
DP-260728-5183,2026-07-28,5,3,72.30,WhatsApp
DP-260728-9979,2026-07-28,4,1,80.80,WhatsApp
DP-260728-9979,2026-07-28,12,3,76.20,WhatsApp
DP-260728-1399,2026-07-28,13,3,76.20,WhatsApp
DP-260728-1399,2026-07-28,8,2,70.70,WhatsApp
DP-260729-8510,2026-07-29,5,2,72.30,WhatsApp
DP-260729-4821,2026-07-29,8,1,70.70,Tienda
DP-260729-1135,2026-07-29,1,3,86.00,WhatsApp
DP-260729-1135,2026-07-29,11,2,76.20,WhatsApp
DP-260729-1135,2026-07-29,6,3,86.00,WhatsApp
DP-260729-4680,2026-07-29,7,3,70.70,WhatsApp
DP-260729-4680,2026-07-29,12,1,76.20,WhatsApp
DP-260729-9829,2026-07-29,3,1,80.80,WhatsApp
DP-260729-1389,2026-07-29,4,2,80.80,WhatsApp
DP-260729-1389,2026-07-29,1,1,86.00,WhatsApp
DP-260729-1389,2026-07-29,12,1,76.20,WhatsApp
DP-260729-1389,2026-07-29,13,2,76.20,WhatsApp
DP-260729-1852,2026-07-29,4,2,80.80,WhatsApp
DP-260729-1852,2026-07-29,7,1,70.70,WhatsApp
DP-260729-1852,2026-07-29,8,3,70.70,WhatsApp
DP-260729-1852,2026-07-29,3,2,80.80,WhatsApp
DP-260729-7860,2026-07-29,3,3,80.80,WhatsApp
DP-260729-7860,2026-07-29,12,2,76.20,WhatsApp
DP-260729-7860,2026-07-29,2,3,86.00,WhatsApp
DP-260729-7860,2026-07-29,6,2,86.00,WhatsApp
DP-260730-1475,2026-07-30,2,2,86.00,WhatsApp
DP-260730-1475,2026-07-30,4,3,80.80,WhatsApp
DP-260730-1475,2026-07-30,8,2,70.70,WhatsApp
DP-260730-5558,2026-07-30,12,1,76.20,WhatsApp
DP-260730-8581,2026-07-30,6,1,86.00,WhatsApp
DP-260730-8581,2026-07-30,13,2,76.20,WhatsApp
DP-260730-4577,2026-07-30,9,1,80.80,Tienda
DP-260730-3205,2026-07-30,5,2,72.30,WhatsApp
DP-260730-3205,2026-07-30,9,3,80.80,WhatsApp
DP-260730-1556,2026-07-30,13,2,76.20,WhatsApp
DP-260730-1213,2026-07-30,10,1,76.20,WhatsApp
DP-260730-1213,2026-07-30,4,3,80.80,WhatsApp
DP-260730-1213,2026-07-30,6,2,86.00,WhatsApp
DP-260731-9809,2026-07-31,11,2,76.20,WhatsApp
DP-260731-9809,2026-07-31,3,3,80.80,WhatsApp
DP-260731-3471,2026-07-31,1,3,86.00,WhatsApp
DP-260731-9839,2026-07-31,5,2,72.30,WhatsApp
DP-260801-6301,2026-08-01,5,2,72.30,WhatsApp
DP-260801-6301,2026-08-01,8,1,70.70,WhatsApp
DP-260801-6301,2026-08-01,10,2,76.20,WhatsApp
DP-260801-1877,2026-08-01,12,1,76.20,WhatsApp
DP-260801-1877,2026-08-01,9,1,80.80,WhatsApp
DP-260801-8670,2026-08-01,6,3,86.00,WhatsApp
DP-260801-8670,2026-08-01,5,1,72.30,WhatsApp
DP-260801-4227,2026-08-01,12,3,76.20,WhatsApp
DP-260801-4227,2026-08-01,4,1,80.80,WhatsApp
DP-260801-8156,2026-08-01,3,1,80.80,WhatsApp
DP-260801-8927,2026-08-01,3,1,80.80,WhatsApp
DP-260801-8927,2026-08-01,11,3,76.20,WhatsApp
DP-260801-8927,2026-08-01,9,1,80.80,WhatsApp
DP-260801-4611,2026-08-01,1,2,86.00,WhatsApp
DP-260801-4611,2026-08-01,8,3,70.70,WhatsApp
DP-260805-7162X,2026-08-05,12,,76.20,Tienda
DP-260801-4611,2026-08-01,8,3,70.70,WhatsApp
DP-260801-6317,2026-08-01,3,2,80.80,WhatsApp
DP-260801-6317,2026-08-01,1,3,86.00,WhatsApp
DP-260801-6317,2026-08-01,4,3,80.80,WhatsApp
DP-260801-1468,2026-08-01,2,3,86.00,WhatsApp
DP-260801-2506,2026-08-01,4,2,80.80,WhatsApp
DP-260801-2506,2026-08-01,7,3,70.70,WhatsApp
DP-260801-2506,2026-08-01,12,3,76.20,WhatsApp
DP-260802-3088,2026-08-02,13,2,76.20,Tienda
DP-260802-3088,2026-08-02,12,2,76.20,Tienda
DP-260802-3088,2026-08-02,7,2,70.70,Tienda
DP-260802-4574,2026-08-02,7,3,70.70,WhatsApp
DP-260802-4574,2026-08-02,6,2,86.00,WhatsApp
DP-260802-4574,2026-08-02,11,2,76.20,WhatsApp
DP-260802-7187,2026-08-02,4,1,80.80,Tienda
DP-260802-7187,2026-08-02,8,3,70.70,Tienda
DP-260802-7187,2026-08-02,13,1,76.20,Tienda
DP-260802-7187,2026-08-02,12,1,76.20,Tienda
DP-260802-5159,2026-08-02,8,2,70.70,WhatsApp
DP-260802-5159,2026-08-02,10,2,76.20,WhatsApp
DP-260802-2152,2026-08-02,1,2,86.00,WhatsApp
DP-260802-2152,2026-08-02,13,2,76.20,WhatsApp
DP-260802-2152,2026-08-02,8,2,70.70,WhatsApp
DP-260802-9371,2026-08-02,8,1,70.70,WhatsApp
DP-260802-7485,2026-08-02,13,3,76.20,Tienda
DP-260802-5809,2026-08-02,7,3,70.70,WhatsApp
DP-260802-5809,2026-08-02,12,1,76.20,WhatsApp
DP-260802-5809,2026-08-02,8,1,70.70,WhatsApp
DP-260802-2993,2026-08-02,3,2,80.80,Tienda
DP-260802-2993,2026-08-02,11,3,76.20,Tienda
DP-260802-2993,2026-08-02,2,2,86.00,Tienda
DP-260803-1382,2026-08-03,4,2,80.80,WhatsApp
DP-260803-1382,2026-08-03,9,1,80.80,WhatsApp
DP-260803-2326,2026-08-03,6,1,86.00,WhatsApp
DP-260803-2326,2026-08-03,8,1,70.70,WhatsApp
DP-260803-6414,2026-08-03,4,3,80.80,Tienda
DP-260803-6414,2026-08-03,7,1,70.70,Tienda
DP-260803-6414,2026-08-03,6,2,86.00,Tienda
DP-260803-6847,2026-08-03,7,2,70.70,Tienda
DP-260803-6847,2026-08-03,1,3,86.00,Tienda
DP-260803-6847,2026-08-03,6,2,86.00,Tienda
DP-260803-4912,2026-08-03,1,3,86.00,Tienda
DP-260803-4912,2026-08-03,12,2,76.20,Tienda
DP-260803-4912,2026-08-03,5,2,72.30,Tienda
DP-260803-4912,2026-08-03,6,3,86.00,Tienda
DP-260803-3864,2026-08-03,10,2,76.20,WhatsApp
DP-260803-3454,2026-08-03,7,2,70.70,WhatsApp
DP-260803-3454,2026-08-03,4,3,80.80,WhatsApp
DP-260803-3454,2026-08-03,11,3,76.20,WhatsApp
DP-260803-6295,2026-08-03,1,3,86.00,WhatsApp
DP-260803-6295,2026-08-03,9,2,80.80,WhatsApp
DP-260804-9084,2026-08-04,7,1,70.70,WhatsApp
DP-260804-9084,2026-08-04,4,1,80.80,WhatsApp
DP-260804-7130,2026-08-04,2,2,86.00,Tienda
DP-260804-6886,2026-08-04,2,1,86.00,Tienda
DP-260804-6886,2026-08-04,1,2,86.00,Tienda
DP-260804-6886,2026-08-04,8,1,70.70,Tienda
DP-260804-6886,2026-08-04,3,3,80.80,Tienda
DP-260805-7162,2026-08-05,13,1,76.20,Tienda
DP-260805-7162,2026-08-05,3,2,80.80,Tienda
DP-260805-7162,2026-08-05,12,1,76.20,Tienda
DP-260805-7162,2026-08-05,4,2,80.80,Tienda
DP-260805-2428,2026-08-05,11,2,76.20,WhatsApp
DP-260805-1158,2026-08-05,11,2,76.20,Tienda
DP-260805-1158,2026-08-05,4,2,80.80,Tienda
DP-260805-1158,2026-08-05,5,3,72.30,Tienda
DP-260805-2887,2026-08-05,13,2,76.20,WhatsApp
DP-260805-2887,2026-08-05,2,1,86.00,WhatsApp
DP-260805-4802,2026-08-05,10,3,76.20,WhatsApp
DP-260805-4802,2026-08-05,8,3,70.70,WhatsApp
DP-260805-4802,2026-08-05,13,3,76.20,WhatsApp
DP-260805-4802,2026-08-05,6,3,86.00,WhatsApp
DP-260806-6870,2026-08-06,1,3,86.00,WhatsApp
DP-260806-6870,2026-08-06,3,2,80.80,WhatsApp
DP-260806-9145,2026-08-06,11,3,76.20,Tienda
DP-260806-9145,2026-08-06,13,3,76.20,Tienda
DP-260806-9145,2026-08-06,4,3,80.80,Tienda
DP-260806-5509,2026-08-06,5,3,72.30,WhatsApp
DP-260806-5509,2026-08-06,3,1,80.80,WhatsApp
DP-260806-9990,2026-08-06,1,1,86.00,Tienda
DP-260806-9990,2026-08-06,12,1,76.20,Tienda
DP-260806-9990,2026-08-06,6,2,86.00,Tienda
DP-260806-1769,2026-08-06,7,1,70.70,WhatsApp
DP-260806-1769,2026-08-06,4,1,80.80,WhatsApp
DP-260807-1061,2026-08-07,4,1,80.80,WhatsApp
DP-260807-7440,2026-08-07,7,1,70.70,WhatsApp
DP-260807-7440,2026-08-07,4,2,80.80,WhatsApp
DP-260807-5375,2026-08-07,6,3,86.00,Tienda
DP-260807-5375,2026-08-07,12,2,76.20,Tienda
DP-260807-5375,2026-08-07,11,1,76.20,Tienda
DP-260807-7007,2026-08-07,2,2,86.00,WhatsApp
DP-260807-7007,2026-08-07,3,1,80.80,WhatsApp
DP-260807-7007,2026-08-07,8,2,70.70,WhatsApp
DP-260807-7007,2026-08-07,10,3,76.20,WhatsApp
DP-260807-8673,2026-08-07,5,1,72.30,Tienda
DP-260807-8673,2026-08-07,13,3,76.20,Tienda
DP-260807-8673,2026-08-07,11,1,76.20,Tienda
DP-260807-9351,2026-08-07,1,3,86.00,WhatsApp
DP-260807-9351,2026-08-07,3,1,80.80,WhatsApp
DP-260807-9351,2026-08-07,12,3,76.20,WhatsApp
DP-260807-9351,2026-08-07,6,1,86.00,WhatsApp
DP-260808-6217,2026-08-08,6,2,86.00,WhatsApp
DP-260808-6217,2026-08-08,4,2,80.80,WhatsApp
DP-260808-6217,2026-08-08,7,2,70.70,WhatsApp
DP-260808-8863,2026-08-08,4,3,80.80,Tienda
DP-260808-8863,2026-08-08,9,3,80.80,Tienda
DP-260808-6334,2026-08-08,4,2,80.80,WhatsApp
DP-260808-6334,2026-08-08,7,1,70.70,WhatsApp
DP-260808-6334,2026-08-08,12,1,76.20,WhatsApp
DP-260808-7179,2026-08-08,1,1,86.00,WhatsApp
DP-260808-1378,2026-08-08,8,3,70.70,WhatsApp
DP-260808-1378,2026-08-08,4,1,80.80,WhatsApp
DP-260808-1378,2026-08-08,5,1,72.30,WhatsApp
DP-260808-4314,2026-08-08,11,2,76.20,Tienda
DP-260808-4314,2026-08-08,3,3,80.80,Tienda
DP-260808-4314,2026-08-08,6,2,86.00,Tienda
DP-260808-5469,2026-08-08,4,1,80.80,WhatsApp
DP-260808-5469,2026-08-08,3,2,80.80,WhatsApp
DP-260809-7390,2026-08-09,5,2,72.30,WhatsApp
DP-260809-9619,2026-08-09,4,2,80.80,Tienda
DP-260809-9619,2026-08-09,11,1,76.20,Tienda
DP-260809-9619,2026-08-09,12,3,76.20,Tienda
DP-260809-3579,2026-08-09,10,1,76.20,WhatsApp
DP-260809-3579,2026-08-09,4,3,80.80,WhatsApp
DP-260809-5076,2026-08-09,7,3,70.70,Tienda
DP-260809-5076,2026-08-09,9,2,80.80,Tienda
DP-260809-6442,2026-08-09,12,2,76.20,WhatsApp
DP-260809-6442,2026-08-09,8,2,70.70,WhatsApp
DP-260809-3920,2026-08-09,8,3,70.70,WhatsApp
DP-260809-3920,2026-08-09,7,1,70.70,WhatsApp
DP-260809-2018,2026-08-09,3,3,80.80,Tienda
DP-260809-2018,2026-08-09,1,3,86.00,Tienda
DP-260809-9275,2026-08-09,8,2,70.70,WhatsApp
DP-260809-9275,2026-08-09,10,1,76.20,WhatsApp
DP-260809-9275,2026-08-09,5,3,72.30,WhatsApp
DP-260810-5870,2026-08-10,7,3,70.70,Tienda
DP-260810-5870,2026-08-10,8,2,70.70,Tienda
DP-260810-5870,2026-08-10,5,3,72.30,Tienda
DP-260810-5870,2026-08-10,6,3,86.00,Tienda
DP-260810-4240,2026-08-10,13,2,76.20,WhatsApp
DP-260810-4240,2026-08-10,11,2,76.20,WhatsApp
DP-260810-2678,2026-08-10,8,1,70.70,WhatsApp
DP-260810-2678,2026-08-10,13,2,76.20,WhatsApp
DP-260810-4572,2026-08-10,7,3,70.70,WhatsApp
DP-260810-4572,2026-08-10,1,3,86.00,WhatsApp
DP-260810-6585,2026-08-10,12,1,76.20,Tienda
DP-260810-2567,2026-08-10,13,2,76.20,Tienda
DP-260810-2567,2026-08-10,10,2,76.20,Tienda
DP-260810-2567,2026-08-10,12,3,76.20,Tienda
DP-260811-9243,2026-08-11,11,3,76.20,WhatsApp
DP-260811-9243,2026-08-11,10,1,76.20,WhatsApp
DP-260811-1778,2026-08-11,2,3,86.00,Tienda
DP-260811-1778,2026-08-11,5,1,72.30,Tienda
DP-260811-1778,2026-08-11,4,2,80.80,Tienda
DP-260811-1778,2026-08-11,12,2,76.20,Tienda
DP-260811-7773,2026-08-11,4,2,80.80,Tienda
DP-260811-7773,2026-08-11,7,2,70.70,Tienda
DP-260811-7773,2026-08-11,9,2,80.80,Tienda
DP-260811-7773,2026-08-11,11,1,76.20,Tienda
DP-260811-8128,2026-08-11,8,2,70.70,Tienda
DP-260811-8128,2026-08-11,3,3,80.80,Tienda
DP-260811-8128,2026-08-11,6,2,86.00,Tienda
DP-260811-4789,2026-08-11,4,3,80.80,Tienda
DP-260811-4789,2026-08-11,13,1,76.20,Tienda
DP-260811-4789,2026-08-11,3,2,80.80,Tienda
DP-260812-1391,2026-08-12,4,1,80.80,Tienda
DP-260812-1391,2026-08-12,1,1,86.00,Tienda
DP-260812-1391,2026-08-12,12,2,76.20,Tienda
DP-260812-9633,2026-08-12,6,3,86.00,WhatsApp
DP-260812-9633,2026-08-12,4,1,80.80,WhatsApp
DP-260812-7910,2026-08-12,12,2,76.20,WhatsApp
DP-260812-7910,2026-08-12,10,2,76.20,WhatsApp
DP-260813-8422,2026-08-13,5,3,72.30,WhatsApp
DP-260813-9802,2026-08-13,7,2,70.70,WhatsApp
DP-260813-9802,2026-08-13,2,3,86.00,WhatsApp
DP-260813-9802,2026-08-13,4,3,80.80,WhatsApp
DP-260813-7082,2026-08-13,11,2,76.20,WhatsApp
DP-260813-5754,2026-08-13,1,3,86.00,WhatsApp
DP-260813-5754,2026-08-13,13,1,76.20,WhatsApp
DP-260813-5754,2026-08-13,4,2,80.80,WhatsApp
DP-260813-5754,2026-08-13,2,2,86.00,WhatsApp
DP-260813-2151,2026-08-13,4,3,80.80,Tienda
DP-260813-2151,2026-08-13,13,3,76.20,Tienda
DP-260813-7292,2026-08-13,8,2,70.70,Tienda
DP-260813-7823,2026-08-13,4,2,80.80,WhatsApp
DP-260813-7823,2026-08-13,7,3,70.70,WhatsApp
DP-260813-7823,2026-08-13,2,2,86.00,WhatsApp
DP-260814-3846,2026-08-14,6,3,86.00,Tienda
DP-260814-3846,2026-08-14,11,1,76.20,Tienda
DP-260814-3846,2026-08-14,1,2,86.00,Tienda
DP-260814-3846,2026-08-14,3,3,80.80,Tienda
DP-260814-8486,2026-08-14,5,3,72.30,WhatsApp
DP-260814-8486,2026-08-14,6,2,86.00,WhatsApp
DP-260814-8486,2026-08-14,2,2,86.00,WhatsApp
DP-260814-6803,2026-08-14,5,2,72.30,Tienda
DP-260814-7158,2026-08-14,6,2,86.00,Tienda
DP-260814-5675,2026-08-14,9,2,80.80,Tienda
DP-260814-5675,2026-08-14,5,2,72.30,Tienda
DP-260814-5675,2026-08-14,6,3,86.00,Tienda
DP-260814-5675,2026-08-14,7,1,70.70,Tienda
DP-260815-3262,2026-08-15,3,3,80.80,WhatsApp
DP-260815-3262,2026-08-15,2,3,86.00,WhatsApp
DP-260815-7344,2026-08-15,9,1,80.80,WhatsApp
DP-260815-7344,2026-08-15,4,2,80.80,WhatsApp
DP-260815-7344,2026-08-15,7,1,70.70,WhatsApp
DP-260815-7344,2026-08-15,5,2,72.30,WhatsApp
DP-260815-2668,2026-08-15,1,1,86.00,Tienda
DP-260815-8392,2026-08-15,5,1,72.30,Tienda
DP-260815-8392,2026-08-15,11,2,76.20,Tienda
DP-260815-9084,2026-08-15,13,2,76.20,Tienda
DP-260815-5053,2026-08-15,2,2,86.00,WhatsApp
DP-260815-5053,2026-08-15,9,3,80.80,WhatsApp
DP-260815-5053,2026-08-15,1,2,86.00,WhatsApp
DP-260816-7823,2026-08-16,8,1,70.70,WhatsApp
DP-260816-7199,2026-08-16,13,1,76.20,Tienda
DP-260816-7199,2026-08-16,1,3,86.00,Tienda
DP-260816-8068,2026-08-16,13,2,76.20,Tienda
DP-260816-8068,2026-08-16,3,3,80.80,Tienda
DP-260816-2805,2026-08-16,6,1,86.00,Tienda
DP-260816-2805,2026-08-16,10,1,76.20,Tienda
DP-260816-2805,2026-08-16,8,3,70.70,Tienda
DP-260816-2805,2026-08-16,3,2,80.80,Tienda
DP-260816-7571,2026-08-16,9,1,80.80,Tienda
DP-260816-7571,2026-08-16,2,1,86.00,Tienda
DP-260816-7571,2026-08-16,6,2,86.00,Tienda
DP-260817-7847,2026-08-17,10,2,76.20,WhatsApp
DP-260817-7847,2026-08-17,3,3,80.80,WhatsApp
DP-260817-7847,2026-08-17,6,1,86.00,WhatsApp
DP-260817-7798,2026-08-17,8,1,70.70,WhatsApp
DP-260817-7798,2026-08-17,13,3,76.20,WhatsApp
DP-260817-7798,2026-08-17,5,3,72.30,WhatsApp
DP-260817-2086,2026-08-17,6,3,86.00,WhatsApp
DP-260817-2086,2026-08-17,7,3,70.70,WhatsApp
DP-260817-2229,2026-08-17,13,3,76.20,WhatsApp
DP-260817-1805,2026-08-17,10,3,76.20,Tienda
DP-260817-1805,2026-08-17,3,1,80.80,Tienda
DP-260817-1805,2026-08-17,11,1,76.20,Tienda
DP-260817-5740,2026-08-17,1,1,86.00,WhatsApp
DP-260817-5740,2026-08-17,5,1,72.30,WhatsApp
DP-260817-5740,2026-08-17,8,3,70.70,WhatsApp
DP-260817-4184,2026-08-17,4,3,80.80,Tienda
DP-260813-2151,2026-08-13,4,3,80.80,Tienda
DP-260822-7531X,2026-08-22,1,0,86.00,Tienda
DP-260817-4184,2026-08-17,7,3,70.70,Tienda
DP-260818-4141,2026-08-18,1,1,86.00,WhatsApp
DP-260818-4141,2026-08-18,12,1,76.20,WhatsApp
DP-260818-4141,2026-08-18,11,3,76.20,WhatsApp
DP-260818-8545,2026-08-18,13,3,76.20,WhatsApp
DP-260818-8545,2026-08-18,2,3,86.00,WhatsApp
DP-260818-8545,2026-08-18,3,1,80.80,WhatsApp
DP-260818-8545,2026-08-18,9,2,80.80,WhatsApp
DP-260819-9840,2026-08-19,9,2,80.80,WhatsApp
DP-260819-9840,2026-08-19,6,2,86.00,WhatsApp
DP-260819-9840,2026-08-19,11,2,76.20,WhatsApp
DP-260819-1638,2026-08-19,3,3,80.80,WhatsApp
DP-260819-6988,2026-08-19,3,1,80.80,WhatsApp
DP-260819-6988,2026-08-19,12,1,76.20,WhatsApp
DP-260819-6988,2026-08-19,5,2,72.30,WhatsApp
DP-260819-6988,2026-08-19,6,2,86.00,WhatsApp
DP-260819-7035,2026-08-19,8,2,70.70,WhatsApp
DP-260819-7035,2026-08-19,6,2,86.00,WhatsApp
DP-260819-1307,2026-08-19,7,2,70.70,WhatsApp
DP-260819-1307,2026-08-19,11,3,76.20,WhatsApp
DP-260819-7250,2026-08-19,7,3,70.70,WhatsApp
DP-260820-2561,2026-08-20,12,1,76.20,WhatsApp
DP-260820-2561,2026-08-20,8,1,70.70,WhatsApp
DP-260820-8345,2026-08-20,8,2,70.70,WhatsApp
DP-260820-5874,2026-08-20,4,1,80.80,Tienda
DP-260820-5874,2026-08-20,1,1,86.00,Tienda
DP-260820-5874,2026-08-20,13,3,76.20,Tienda
DP-260820-7125,2026-08-20,6,3,86.00,WhatsApp
DP-260820-7125,2026-08-20,13,1,76.20,WhatsApp
DP-260820-7125,2026-08-20,9,3,80.80,WhatsApp
DP-260820-7125,2026-08-20,5,1,72.30,WhatsApp
DP-260820-8048,2026-08-20,8,3,70.70,WhatsApp
DP-260820-7649,2026-08-20,11,1,76.20,WhatsApp
DP-260820-7649,2026-08-20,7,2,70.70,WhatsApp
DP-260820-3416,2026-08-20,9,1,80.80,WhatsApp
DP-260821-6308,2026-08-21,6,3,86.00,Tienda
DP-260821-6308,2026-08-21,3,1,80.80,Tienda
DP-260821-1105,2026-08-21,12,1,76.20,WhatsApp
DP-260821-1105,2026-08-21,13,2,76.20,WhatsApp
DP-260821-1105,2026-08-21,6,2,86.00,WhatsApp
DP-260822-6889,2026-08-22,6,1,86.00,WhatsApp
DP-260822-6707,2026-08-22,1,1,86.00,WhatsApp
DP-260822-3947,2026-08-22,5,3,72.30,Tienda
DP-260822-3947,2026-08-22,6,1,86.00,Tienda
DP-260822-6337,2026-08-22,12,3,76.20,WhatsApp
DP-260822-6337,2026-08-22,1,1,86.00,WhatsApp
DP-260822-6337,2026-08-22,3,2,80.80,WhatsApp
DP-260822-6337,2026-08-22,4,1,80.80,WhatsApp
DP-260822-2240,2026-08-22,1,2,86.00,Tienda
DP-260822-2240,2026-08-22,8,3,70.70,Tienda
DP-260822-2240,2026-08-22,4,3,80.80,Tienda
DP-260822-4502,2026-08-22,7,1,70.70,Tienda
DP-260822-6360,2026-08-22,1,2,86.00,WhatsApp
DP-260822-1049,2026-08-22,9,3,80.80,WhatsApp
DP-260822-1049,2026-08-22,12,3,76.20,WhatsApp
DP-260822-1049,2026-08-22,1,3,86.00,WhatsApp
DP-260822-1049,2026-08-22,4,1,80.80,WhatsApp
DP-260822-6540,2026-08-22,10,1,76.20,WhatsApp
DP-260822-6540,2026-08-22,11,1,76.20,WhatsApp
DP-260822-6540,2026-08-22,4,2,80.80,WhatsApp
DP-260822-6540,2026-08-22,6,3,86.00,WhatsApp
DP-260822-7531,2026-08-22,1,1,86.00,Tienda
DP-260822-7531,2026-08-22,13,3,76.20,Tienda
DP-260822-7531,2026-08-22,4,2,80.80,Tienda
DP-260822-3316,2026-08-22,12,2,76.20,WhatsApp
DP-260822-4427,2026-08-22,5,3,72.30,WhatsApp
DP-260822-4427,2026-08-22,8,1,70.70,WhatsApp
DP-260823-7045,2026-08-23,5,1,72.30,Tienda
DP-260823-7045,2026-08-23,4,2,80.80,Tienda
DP-260823-1813,2026-08-23,11,2,76.20,Tienda
